                      Texto 1   Texto 2   Texto 3
toc                  0.301030  0.000000  0.000000
toca                 0.301030  0.000000  0.000000
todas                0.301030  0.000000  0.301030
todo                 0.301030  0.301030  0.301030
todos                0.477121  0.000000  0.301030
tome                 0.000000  0.000000  0.301030
torcidos             0.000000  0.301030  0.000000
trabajos             0.301030  0.000000  0.000000
transmitir           0.000000  0.301030  0.000000
transmitirles        0.000000  0.301030  0.000000
trascendente         0.000000  0.301030  0.000000
trata                0.000000  0.301030  0.000000
tratamiento          0.000000  0.000000  0.477121
trav                 0.000000  0.000000  0.301030
tres                 0.477121  0.000000  0.000000
triste               0.301030  0.000000  0.000000
tuvo                 0.301030  0.000000  0.000000
un                   0.698970  0.778151  0.778151
una                  0.477121  0.698970  1.113943
uno                  0.301030  0.000000  0.301030
uso                  0.000000  0.000000  0.301030
uvas                 0.000000  0.000000  0.301030
vacaciones           0.301030  0.000000  0.000000
vamos                0.000000  0.301030  0.000000
variedad             0.000000  0.000000  0.301030
varios               0.000000  0.301030  0.000000
vas                  0.301030  0.000000  0.000000
vegetales            0.000000  0.000000  0.477121
ven                  0.301030  0.000000  0.000000
ventajas             0.000000  0.000000  0.301030
ver                  0.602060  0.000000  0.000000
verano               0.301030  0.000000  0.000000
verdadera            0.301030  0.301030  0.000000
verla                0.000000  0.301030  0.000000
verlo                0.301030  0.000000  0.000000
vest                 0.301030  0.000000  0.000000
vez                  0.477121  0.477121  0.000000
vi                   0.301030  0.000000  0.000000
vida                 0.000000  0.602060  0.000000
visi                 0.000000  0.301030  0.000000
visitarla            0.000000  0.301030  0.000000
visite               0.000000  0.301030  0.000000
vista                0.000000  0.000000  0.301030
vivos                0.000000  0.301030  0.000000
volv                 0.602060  0.000000  0.000000
volver               0.301030  0.000000  0.000000
volvieran            0.301030  0.000000  0.000000
voz                  0.301030  0.000000  0.000000
xico                 0.000000  0.477121  0.000000
ximas                0.301030  0.000000  0.000000
y                    1.380211  1.176091  1.322219
ya                   0.477121  0.602060  0.000000
yo                   0.698970  0.000000  0.000000
zagu                 0.301030  0.000000  0.000000
