                      Texto 1   Texto 2   Texto 3
toca                 0.143628  0.000000  0.000000
todas                0.053009  0.000000  0.053009
todo                 0.000000  0.000000  0.000000
todos                0.084017  0.000000  0.053009
tome                 0.000000  0.000000  0.143628
torcidos             0.000000  0.143628  0.000000
trabajos             0.143628  0.000000  0.000000
transmitir           0.000000  0.143628  0.000000
transmitirles        0.000000  0.143628  0.000000
trascendente         0.000000  0.143628  0.000000
trata                0.000000  0.143628  0.000000
tratamiento          0.000000  0.000000  0.227645
trav                 0.000000  0.000000  0.143628
tres                 0.227645  0.000000  0.000000
triste               0.143628  0.000000  0.000000
tuvo                 0.143628  0.000000  0.000000
un                   0.000000  0.000000  0.000000
una                  0.000000  0.000000  0.000000
uno                  0.053009  0.000000  0.053009
uso                  0.000000  0.000000  0.143628
uvas                 0.000000  0.000000  0.143628
vacaciones           0.143628  0.000000  0.000000
vamos                0.000000  0.143628  0.000000
variedad             0.000000  0.000000  0.143628
varios               0.000000  0.143628  0.000000
vas                  0.143628  0.000000  0.000000
vegetales            0.000000  0.000000  0.227645
ven                  0.143628  0.000000  0.000000
ventajas             0.000000  0.000000  0.143628
ver                  0.287256  0.000000  0.000000
verano               0.143628  0.000000  0.000000
verdadera            0.053009  0.053009  0.000000
verla                0.000000  0.143628  0.000000
verlo                0.143628  0.000000  0.000000
vest                 0.143628  0.000000  0.000000
vez                  0.084017  0.084017  0.000000
vi                   0.143628  0.000000  0.000000
vida                 0.000000  0.287256  0.000000
visi                 0.000000  0.143628  0.000000
visitarla            0.000000  0.143628  0.000000
visite               0.000000  0.143628  0.000000
vista                0.000000  0.000000  0.143628
vivos                0.000000  0.143628  0.000000
volv                 0.287256  0.000000  0.000000
volver               0.143628  0.000000  0.000000
volvieran            0.143628  0.000000  0.000000
voz                  0.143628  0.000000  0.000000
xico                 0.000000  0.227645  0.000000
ximas                0.143628  0.000000  0.000000
y                    0.000000  0.000000  0.000000
ya                   0.084017  0.106018  0.000000
yo                   0.333493  0.000000  0.000000
zagu                 0.143628  0.000000  0.000000
