      Texto 1   Texto 2   Texto 3
jam  0.301030  0.000000  0.000000
jar  0.000000  0.301030  0.301030
jas  0.000000  0.301030  0.301030
jee  0.000000  0.301030  0.000000
jem  0.000000  0.602060  0.301030
jer  0.301030  0.301030  0.000000
jet  0.301030  0.301030  0.000000
jic  0.000000  0.301030  0.000000
jit  0.000000  0.301030  0.000000
joc  0.477121  0.000000  0.000000
jod  0.301030  0.000000  0.000000
jon  0.301030  0.000000  0.301030
jop  0.000000  0.301030  0.000000
jor  0.000000  0.301030  0.477121
jos  0.477121  0.000000  0.000000
jov  0.301030  0.000000  0.000000
jun  0.301030  0.000000  0.000000
laa  0.301030  0.301030  0.477121
lab  0.477121  0.000000  0.301030
lac  0.602060  0.000000  0.602060
lad  0.301030  0.477121  0.954243
lae  0.602060  0.477121  0.477121
laf  0.477121  0.602060  0.301030
lag  0.301030  0.000000  0.477121
lah  0.301030  0.301030  0.301030
lai  0.000000  0.301030  0.301030
lal  0.000000  0.602060  0.000000
lam  0.778151  0.602060  0.301030
lan  0.301030  0.903090  0.602060
lao  0.301030  0.000000  0.301030
lap  0.698970  0.301030  0.778151
laq  0.301030  0.000000  0.301030
lar  0.301030  0.698970  0.000000
las  1.322219  1.041393  0.903090
lat  0.301030  0.301030  0.301030
lau  0.477121  0.000000  0.000000
lav  0.301030  0.602060  0.301030
lay  0.301030  0.000000  0.000000
laz  0.000000  0.301030  0.477121
lba  0.000000  0.301030  0.301030
lbe  0.301030  0.000000  0.000000
lbu  0.000000  0.000000  0.301030
lca  0.698970  0.000000  0.301030
lce  0.000000  0.000000  0.477121
lco  0.301030  0.000000  0.301030
lcu  0.301030  0.000000  0.301030
lde  0.301030  0.698970  0.301030
ldi  0.301030  0.000000  0.000000
ldo  0.000000  0.602060  0.000000
lea  0.000000  0.477121  0.000000
lec  0.301030  0.000000  0.301030
led  0.000000  0.000000  0.301030
lee  0.301030  0.301030  0.301030
leg  0.477121  0.000000  0.000000
leh  0.301030  0.000000  0.000000
lel  0.477121  0.000000  0.000000
lem  0.301030  0.301030  0.301030
len  0.698970  0.602060  0.301030
lep  0.000000  0.301030  0.301030
ler  0.477121  0.000000  0.000000
les  0.845098  1.079181  0.903090
lev  0.301030  0.301030  0.301030
lez  0.000000  0.301030  0.000000
lge  0.301030  0.000000  0.000000
lgi  0.301030  0.000000  0.000000
lgn  0.000000  0.301030  0.000000
lgr  0.301030  0.000000  0.000000
lgu  0.698970  0.301030  0.301030
lho  0.301030  0.000000  0.000000
lia  0.301030  0.000000  0.301030
lib  0.477121  0.477121  0.000000
lic  0.000000  0.301030  0.698970
lid  0.301030  0.301030  0.301030
lie  0.000000  0.301030  0.000000
lig  0.000000  0.000000  0.301030
lim  0.000000  0.301030  0.477121
lin  0.000000  0.000000  0.778151
lir  0.477121  0.000000  0.000000
lit  0.000000  0.602060  0.000000
liz  0.000000  0.477121  0.000000
lla  0.698970  0.477121  0.000000
llc  0.301030  0.000000  0.000000
lle  0.845098  0.845098  0.301030
lll  0.301030  0.000000  0.000000
llo  0.903090  0.301030  0.301030
llu  0.000000  0.301030  0.000000
lma  0.301030  0.000000  0.000000
lme  0.000000  0.301030  0.477121
lmi  0.301030  0.000000  0.000000
lmp  0.000000  0.301030  0.000000
lmu  0.000000  0.301030  0.000000
lni  0.000000  0.000000  0.301030
loa  0.301030  0.000000  0.000000
loc  0.301030  0.301030  0.000000
lod  0.000000  0.602060  0.000000
loe  0.301030  0.301030  0.000000
log  0.301030  0.000000  0.301030
loi  0.000000  0.301030  0.301030
lol  0.000000  0.477121  0.000000
lon  0.301030  0.000000  0.000000
loo  0.301030  0.301030  0.000000
lop  0.000000  0.000000  0.477121
loq  0.301030  0.000000  0.301030
lor  0.477121  0.477121  0.301030
los  1.146128  1.079181  1.113943
lot  0.000000  0.301030  0.000000
loy  0.301030  0.000000  0.000000
lpa  0.000000  0.301030  0.301030
lpe  0.301030  0.000000  0.000000
lpi  0.698970  0.000000  0.000000
lpn  0.000000  0.000000  0.301030
lpr  0.602060  0.000000  0.000000
lpu  0.301030  0.000000  0.000000
lqu  0.000000  0.301030  0.301030
lre  0.000000  0.477121  0.000000
lsa  0.301030  0.000000  0.301030
lsi  0.301030  0.000000  0.301030
lso  0.000000  0.301030  0.000000
lst  0.000000  0.000000  0.301030
lsu  0.000000  0.301030  0.000000
lta  0.301030  0.000000  0.301030
lte  0.301030  0.602060  0.477121
lti  0.000000  0.477121  0.301030
lto  0.477121  0.000000  0.301030
ltr  0.000000  0.000000  0.301030
luc  0.000000  0.000000  0.477121
lud  0.301030  0.000000  0.477121
lue  0.000000  0.301030  0.000000
lug  0.000000  0.301030  0.000000
lui  0.000000  0.000000  0.477121
lum  0.301030  0.000000  0.000000
lva  0.477121  0.301030  0.000000
lve  0.698970  0.301030  0.000000
lvi  0.301030  0.000000  0.000000
lvl  0.301030  0.000000  0.000000
lyn  0.301030  0.000000  0.000000
lyo  0.477121  0.000000  0.000000
maa  0.301030  0.000000  0.000000
mad  0.698970  0.000000  0.000000
mae  0.903090  0.000000  0.301030
mag  0.000000  0.301030  0.000000
mah  0.301030  0.000000  0.000000
mal  0.301030  0.602060  0.301030
mam  0.301030  0.000000  0.000000
man  0.602060  0.698970  0.602060
map  0.000000  0.000000  0.301030
mar  0.477121  0.477121  0.000000
mas  0.698970  0.301030  0.000000
mat  0.000000  0.301030  0.000000
may  0.000000  0.301030  0.000000
mba  0.301030  0.000000  0.000000
mbi  0.301030  0.000000  0.602060
mbo  0.301030  0.000000  0.000000
mbr  0.301030  0.477121  0.000000
mea  0.477121  0.000000  0.000000
med  0.477121  0.602060  0.301030
mee  0.301030  0.000000  0.000000
meh  0.477121  0.000000  0.000000
mej  0.000000  0.301030  0.477121
mel  0.301030  0.301030  0.301030
mem  0.301030  0.000000  0.301030
men  0.778151  0.903090  1.146128
mep  0.477121  0.000000  0.000000
mer  0.778151  0.000000  0.602060
mes  0.602060  0.000000  0.000000
met  0.301030  0.000000  0.000000
mez  0.000000  0.301030  0.000000
mia  0.477121  0.000000  0.000000
mic  0.000000  0.000000  0.301030
mid  0.000000  0.000000  0.602060
mie  0.000000  0.301030  0.602060
mig  0.301030  0.000000  0.000000
mih  0.301030  0.000000  0.000000
mim  0.477121  0.000000  0.000000
min  0.000000  0.477121  0.477121
mio  0.301030  0.000000  0.000000
mip  0.301030  0.000000  0.000000
mir  0.477121  0.301030  0.301030
mis  0.477121  0.301030  0.000000
mit  0.000000  0.477121  0.301030
mme  0.301030  0.000000  0.000000
mnd  0.000000  0.301030  0.000000
mod  0.000000  0.000000  0.301030
moe  0.477121  0.000000  0.301030
mol  0.301030  0.000000  0.477121
mom  0.301030  0.000000  0.000000
mon  0.301030  0.602060  0.477121
mop  0.301030  0.000000  0.000000
mor  0.301030  0.778151  0.000000
mos  0.778151  0.778151  0.301030
mou  0.301030  0.000000  0.000000
mpa  0.477121  0.477121  0.000000
mpe  0.301030  0.301030  0.000000
mpl  0.000000  0.602060  0.477121
mpo  0.477121  0.301030  0.602060
mpr  0.602060  0.000000  0.301030
mpt  0.301030  0.000000  0.000000
msa  0.301030  0.000000  0.000000
msb  0.000000  0.000000  0.301030
msc  0.477121  0.000000  0.000000
msd  0.000000  0.000000  0.301030
msg  0.301030  0.000000  0.000000
msn  0.000000  0.000000  0.301030
msq  0.000000  0.301030  0.000000
mst  0.000000  0.477121  0.000000
mti  0.000000  0.000000  0.301030
muc  0.301030  0.000000  0.477121
mue  0.000000  0.301030  0.301030
muj  0.301030  0.301030  0.000000
mul  0.000000  0.477121  0.000000
mun  0.301030  0.000000  0.000000
muy  0.000000  0.301030  0.301030
mxi  0.000000  0.477121  0.000000
naa  0.477121  0.301030  0.000000
nab  0.301030  0.301030  0.301030
nac  0.000000  0.301030  0.000000
nad  0.477121  0.698970  0.698970
nae  0.477121  0.301030  0.477121
nah  0.301030  0.301030  0.000000
nai  0.000000  0.301030  0.477121
naj  0.000000  0.301030  0.000000
nal  0.778151  0.698970  0.698970
nam  0.301030  0.000000  0.301030
nan  0.477121  0.301030  0.301030
nap  0.000000  0.477121  0.602060
naq  0.000000  0.000000  0.477121
nar  0.000000  0.301030  0.477121
nas  0.778151  0.000000  0.903090
nat  0.301030  0.000000  0.698970
nau  0.301030  0.000000  0.000000
nav  0.301030  0.301030  0.301030
nay  0.000000  0.477121  0.000000
naz  0.000000  0.000000  0.301030
nba  0.477121  0.000000  0.301030
nbu  0.477121  0.000000  0.000000
nca  0.698970  0.000000  0.477121
nce  0.477121  0.301030  0.301030
nch  0.301030  0.477121  0.000000
nci  0.602060  0.301030  0.477121
ncl  0.000000  0.000000  0.477121
nco  0.778151  0.698970  0.477121
ncr  0.301030  0.000000  0.301030
ncu  0.477121  0.602060  0.301030
nda  0.698970  0.000000  0.477121
ndc  0.000000  0.301030  0.000000
nde  0.698970  0.845098  0.845098
ndi  0.301030  0.477121  0.698970
ndo  0.903090  0.698970  0.477121
ndr  0.000000  0.000000  0.301030
nea  0.000000  0.301030  0.301030
nec  0.301030  0.000000  0.301030
ned  0.000000  0.301030  0.000000
nel  0.845098  0.602060  0.477121
nem  0.301030  0.000000  0.000000
nen  0.301030  0.000000  0.778151
ner  0.301030  0.000000  0.845098
nes  0.778151  0.845098  0.698970
neu  0.301030  0.000000  0.000000
nev  0.000000  0.000000  0.301030
nex  0.000000  0.000000  0.301030
nez  0.000000  0.301030  0.000000
nfe  0.000000  0.000000  0.301030
nfr  0.000000  0.301030  0.301030
nga  0.000000  0.477121  0.301030
nge  0.000000  0.301030  0.000000
ngo  0.477121  0.000000  0.000000
ngr  0.000000  0.000000  0.301030
ngu  0.000000  0.477121  0.000000
nic  0.301030  0.301030  0.000000
nie  0.301030  0.000000  0.000000
nil  0.000000  0.301030  0.000000
nim  0.301030  0.000000  0.000000
nin  0.000000  0.602060  0.000000
nio  0.301030  0.000000  0.000000
nis  0.301030  0.477121  0.477121
nit  0.301030  0.000000  0.000000
niv  0.000000  0.000000  0.301030
nla  0.845098  0.903090  0.602060
nli  0.000000  0.301030  0.000000
nll  0.301030  0.000000  0.000000
nlo  0.477121  0.000000  0.477121
nma  0.301030  0.000000  0.000000
nme  0.000000  0.301030  0.000000
nmo  0.000000  0.698970  0.000000
nms  0.000000  0.301030  0.000000
nmu  0.000000  0.000000  0.301030
nni  0.301030  0.000000  0.000000
nno  0.477121  0.301030  0.000000
noa  0.000000  0.301030  0.000000
noc  0.000000  0.301030  0.000000
nod  0.301030  0.301030  0.477121
noe  0.301030  0.602060  0.000000
noh  0.000000  0.301030  0.000000
nol  0.000000  0.477121  0.301030
nom  0.477121  0.000000  0.000000
nop  0.000000  0.301030  0.477121
noq  0.477121  0.000000  0.301030
nor  0.000000  0.602060  0.301030
nos  1.079181  0.954243  0.000000
not  0.301030  0.000000  0.301030
nov  0.301030  0.000000  0.000000
noy  0.301030  0.000000  0.000000
npa  0.000000  0.477121  0.000000
npe  0.000000  0.602060  0.477121
npr  0.000000  0.301030  0.301030
nqu  0.477121  0.778151  0.000000
nre  0.301030  0.477121  0.000000
nri  0.602060  0.000000  0.301030
nru  0.301030  0.000000  0.000000
nsa  0.000000  0.301030  0.000000
nsc  0.301030  0.000000  0.000000
nse  0.000000  0.477121  0.301030
nsm  0.000000  0.477121  0.000000
nst  0.000000  0.301030  0.000000
nsu  0.903090  0.301030  0.845098
nsv  0.000000  0.301030  0.000000
nta  0.954243  0.778151  1.079181
nte  1.000000  1.041393  1.113943
ntf  0.000000  0.000000  0.301030
nti  0.602060  0.602060  0.477121
nto  0.954243  0.778151  1.000000
ntr  1.000000  0.845098  0.698970
ntu  0.301030  0.301030  0.000000
nua  0.000000  0.000000  0.301030
nue  0.477121  0.477121  0.000000
nun  0.301030  0.000000  0.845098
nus  0.000000  0.000000  0.301030
nut  0.000000  0.000000  0.301030
nuy  0.000000  0.000000  0.301030
nya  0.301030  0.000000  0.000000
nyd  0.000000  0.000000  0.477121
nyv  0.301030  0.000000  0.000000
nza  0.301030  0.000000  0.000000
oaa  0.000000  0.477121  0.000000
oab  0.000000  0.000000  0.301030
oad  0.000000  0.000000  0.477121
oag  0.000000  0.000000  0.301030
oal  0.698970  0.000000  0.301030
oan  0.301030  0.000000  0.000000
oap  0.000000  0.000000  0.301030
oaq  0.477121  0.000000  0.000000
oar  0.000000  0.000000  0.698970
oas  0.000000  0.301030  0.000000
oat  0.000000  0.000000  0.301030
oba  0.301030  0.000000  0.000000
obj  0.301030  0.000000  0.000000
obl  0.000000  0.000000  0.301030
obr  0.477121  0.301030  0.000000
oca  0.698970  0.845098  0.000000
oce  0.301030  0.000000  0.602060
och  0.000000  0.301030  0.000000
oci  0.000000  0.301030  0.000000
ocm  0.000000  0.000000  0.301030
oco  0.778151  0.301030  0.602060
ocu  0.301030  0.301030  0.301030
oda  0.301030  0.301030  0.301030
ode  0.903090  1.146128  1.000000
odi  0.301030  0.301030  0.301030
odo  0.698970  0.477121  0.477121
ods  0.000000  0.000000  0.301030
odu  0.602060  0.000000  0.602060
oei  0.301030  0.000000  0.000000
oel  0.698970  0.698970  0.477121
oen  0.845098  0.301030  0.000000
oes  0.301030  0.698970  0.602060
oex  0.000000  0.301030  0.301030
ofe  0.602060  0.000000  0.000000
ofi  0.301030  0.000000  0.000000
oga  0.000000  0.000000  0.301030
ogr  0.301030  0.000000  0.301030
oha  0.301030  0.602060  0.000000
ohe  0.000000  0.000000  0.301030
ohi  0.000000  0.000000  0.477121
ohu  0.000000  0.301030  0.000000
oid  0.000000  0.000000  0.301030
oig  0.000000  0.301030  0.000000
oji  0.000000  0.301030  0.000000
ola  0.477121  0.602060  0.698970
ole  0.000000  0.477121  0.000000
oli  0.000000  0.698970  0.000000
olo  0.698970  0.903090  0.477121
olp  0.301030  0.000000  0.000000
olt  0.000000  0.000000  0.301030
olu  0.000000  0.301030  0.000000
olv  0.778151  0.000000  0.000000
oma  0.698970  0.000000  0.000000
omb  0.301030  0.301030  0.301030
ome  0.602060  0.301030  0.602060
omi  0.477121  0.301030  0.698970
omo  0.778151  0.602060  0.602060
omp  0.477121  0.000000  0.301030
oms  0.000000  0.477121  0.000000
omx  0.000000  0.301030  0.000000
ona  0.602060  0.903090  0.602060
onc  0.477121  0.602060  0.301030
ond  0.698970  0.301030  0.477121
one  0.778151  0.602060  0.698970
onf  0.000000  0.301030  0.000000
ong  0.000000  0.301030  0.000000
oni  0.477121  0.698970  0.301030
onl  0.477121  0.477121  0.000000
onn  0.602060  0.000000  0.000000
ono  0.301030  0.301030  0.477121
onq  0.301030  0.477121  0.000000
onr  0.301030  0.301030  0.000000
ons  0.477121  0.000000  0.477121
ont  0.698970  0.845098  0.602060
onu  0.000000  0.000000  0.301030
oob  0.301030  0.000000  0.000000
ool  0.000000  0.301030  0.000000
oop  0.000000  0.000000  0.301030
oot  0.000000  0.301030  0.000000
opa  0.301030  0.477121  0.301030
ope  0.477121  0.000000  0.602060
opi  0.000000  0.301030  0.000000
opo  0.477121  0.477121  0.602060
opr  0.477121  0.000000  0.301030
opu  0.301030  0.000000  0.602060
oqu  0.954243  0.477121  0.602060
ora  0.845098  0.602060  0.301030
orc  0.477121  0.477121  0.000000
ord  0.845098  0.301030  0.477121
ore  0.602060  0.778151  0.301030
orf  0.301030  0.301030  0.301030
org  0.000000  0.000000  0.301030
orh  0.000000  0.301030  0.000000
ori  0.301030  0.477121  0.000000
orl  0.301030  0.000000  0.000000
orm  0.477121  0.301030  0.477121
orn  0.301030  0.000000  0.000000
oro  0.000000  0.000000  0.477121
orp  0.000000  0.477121  0.301030
orq  0.301030  0.301030  0.698970
orr  0.301030  0.477121  0.000000
ors  0.000000  0.301030  0.477121
ort  0.301030  0.778151  0.301030
oru  0.301030  0.301030  0.602060
osa  0.698970  0.845098  0.903090
osb  0.477121  0.000000  0.000000
osc  0.845098  0.602060  0.698970
osd  0.698970  0.698970  0.698970
ose  0.954243  0.778151  0.778151
osf  0.301030  0.301030  0.000000
osg  0.301030  0.000000  0.000000
osh  0.000000  0.301030  0.000000
osi  0.778151  0.698970  0.602060
osj  0.301030  0.000000  0.000000
osl  0.845098  0.477121  0.602060
osm  0.698970  0.000000  0.000000
osn  0.301030  0.301030  0.000000
oso  0.698970  0.845098  0.301030
osp  0.698970  0.778151  0.778151
osq  0.477121  0.301030  0.477121
osr  0.000000  0.301030  0.602060
oss  0.477121  0.778151  0.000000
ost  0.778151  0.602060  0.477121
osu  0.000000  0.477121  0.301030
osy  0.698970  0.301030  0.301030
ota  0.477121  0.301030  0.000000
ote  0.301030  0.000000  0.477121
oti  0.000000  0.477121  0.000000
otr  0.778151  0.477121  0.602060
oun  0.477121  0.477121  0.301030
ove  0.301030  0.000000  0.000000
ovi  0.477121  0.000000  0.000000
ovo  0.477121  0.301030  0.000000
own  0.000000  0.301030  0.000000
oya  0.000000  0.000000  0.301030
oyc  0.301030  0.000000  0.000000
oye  0.301030  0.000000  0.000000
oyl  0.301030  0.000000  0.000000
oyn  0.000000  0.301030  0.000000
oyp  0.000000  0.000000  0.301030
oys  0.477121  0.000000  0.000000
oze  0.301030  0.000000  0.000000
paa  0.000000  0.301030  0.000000
pab  0.301030  0.000000  0.000000
pac  0.000000  0.000000  0.698970
pad  0.602060  0.301030  0.301030
pae  0.301030  0.000000  0.000000
pal  0.602060  0.477121  0.477121
pan  0.301030  0.000000  0.000000
par  1.000000  1.000000  1.041393
pas  0.602060  0.000000  0.000000
pci  0.000000  0.301030  0.000000
pec  0.301030  0.000000  0.301030
ped  0.000000  0.301030  0.000000
pel  0.301030  0.000000  0.000000
pen  0.301030  0.477121  0.602060
peq  0.301030  0.301030  0.000000
per  0.778151  0.845098  0.903090
pes  0.000000  0.301030  0.000000
pia  0.301030  0.301030  0.301030
pic  0.301030  0.000000  0.000000
pid  0.301030  0.000000  0.000000
pie  0.000000  0.301030  0.000000
pin  0.000000  0.301030  0.000000
pis  0.602060  0.000000  0.000000
pla  0.000000  0.477121  0.477121
pli  0.000000  0.000000  0.778151
plo  0.000000  0.602060  0.301030
plu  0.301030  0.000000  0.000000
pnc  0.000000  0.000000  0.301030
poc  0.000000  0.301030  0.000000
pod  0.000000  0.301030  0.301030
poe  0.301030  0.000000  0.000000
pol  0.000000  0.000000  0.301030
pom  0.301030  0.000000  0.000000
pon  0.301030  0.000000  0.698970
pop  0.000000  0.000000  0.301030
por  0.778151  0.698970  1.146128
pos  0.000000  0.301030  0.698970
pot  0.301030  0.301030  0.000000
poy  0.000000  0.000000  0.301030
pre  0.778151  0.845098  0.903090
pri  0.845098  0.301030  0.477121
pro  0.698970  0.477121  0.954243
prv  0.301030  0.000000  0.000000
prx  0.301030  0.000000  0.000000
pta  0.000000  0.301030  0.000000
pti  0.301030  0.602060  0.000000
pto  0.000000  0.477121  0.000000
ptu  0.000000  0.301030  0.000000
pue  0.778151  0.301030  0.477121
pul  0.301030  0.000000  0.000000
pun  0.000000  0.000000  0.477121
pus  0.301030  0.000000  0.000000
que  1.505150  1.255273  1.301030
qui  0.778151  0.301030  0.845098
qut  0.301030  0.000000  0.000000
raa  0.602060  0.301030  0.477121
rab  0.602060  0.477121  0.000000
rac  0.301030  0.602060  0.000000
rad  0.477121  0.698970  0.602060
rae  0.000000  0.301030  0.301030
raf  0.000000  0.301030  0.000000
rai  0.301030  0.000000  0.301030
ral  0.845098  0.602060  0.954243
ram  0.698970  0.698970  0.000000
ran  0.954243  0.903090  0.477121
rap  0.477121  0.000000  0.477121
raq  0.000000  0.000000  0.477121
rar  0.602060  0.778151  0.301030
ras  1.041393  0.698970  0.602060
rat  0.301030  0.845098  0.845098
rav  0.000000  0.477121  0.301030
ray  0.301030  0.000000  0.301030
raz  0.000000  0.301030  0.000000
rba  0.301030  0.000000  0.000000
rbi  0.000000  0.000000  0.301030
rbo  0.301030  0.301030  0.602060
rbu  0.000000  0.000000  0.301030
rca  0.301030  0.477121  0.301030
rce  0.301030  0.000000  0.000000
rch  0.301030  0.301030  0.000000
rci  0.301030  0.301030  0.000000
rco  0.698970  0.000000  0.000000
rda  0.845098  0.301030  0.000000
rde  0.602060  0.000000  0.602060
rdi  0.301030  0.000000  0.000000
rdo  0.301030  0.000000  0.000000
rdu  0.000000  0.301030  0.301030
rea  0.477121  0.778151  0.602060
rec  0.954243  0.778151  0.778151
red  0.000000  0.301030  0.477121
ree  0.602060  0.602060  0.000000
ref  0.000000  0.000000  0.698970
reg  0.000000  0.602060  0.477121
rej  0.000000  0.301030  0.000000
rel  0.477121  0.301030  0.000000
rem  0.602060  0.477121  0.000000
ren  0.698970  0.698970  0.778151
rep  0.000000  0.301030  0.000000
req  0.000000  0.301030  0.301030
rer  0.477121  0.000000  0.000000
res  1.113943  0.903090  0.845098
ret  0.301030  0.602060  0.000000
rev  0.000000  0.000000  0.602060
rey  0.301030  0.000000  0.000000
rez  0.000000  0.000000  0.602060
rfa  0.000000  0.301030  0.000000
rfi  0.301030  0.301030  0.000000
rfu  0.000000  0.000000  0.301030
rga  0.301030  0.000000  0.477121
rgo  0.301030  0.301030  0.000000
rgu  0.000000  0.000000  0.954243
rhu  0.000000  0.301030  0.000000
ria  0.301030  0.602060  0.000000
rib  0.301030  0.602060  0.477121
ric  0.000000  0.000000  0.301030
rid  0.000000  0.301030  0.000000
rie  0.000000  0.000000  0.698970
ril  0.301030  0.000000  0.000000
rim  0.778151  0.000000  0.301030
rin  0.301030  0.000000  0.477121
rio  0.698970  0.698970  0.301030
rip  0.000000  0.778151  0.000000
riq  0.602060  0.000000  0.000000
rir  0.000000  0.301030  0.000000
ris  0.477121  0.301030  0.000000
rit  0.301030  0.301030  0.000000
riz  0.301030  0.000000  0.000000
rla  0.000000  0.602060  0.698970
rle  0.477121  0.301030  0.000000
rlo  0.477121  0.602060  0.000000
rma  0.301030  0.477121  0.301030
rme  0.477121  0.301030  0.477121
rmi  0.301030  0.000000  0.477121
rmo  0.000000  0.000000  0.301030
rms  0.000000  0.000000  0.477121
rna  0.000000  0.477121  0.000000
rno  0.301030  0.301030  0.301030
rnu  0.301030  0.000000  0.000000
roa  0.602060  0.000000  0.477121
rob  0.000000  0.000000  0.301030
roc  0.301030  0.301030  0.698970
rod  0.845098  0.000000  0.698970
roe  0.301030  0.000000  0.477121
rof  0.602060  0.000000  0.000000
roh  0.000000  0.301030  0.000000
rol  0.000000  0.000000  0.301030
rom  0.477121  0.000000  0.000000
ron  0.698970  0.602060  0.000000
rop  0.301030  0.301030  0.000000
ror  0.301030  0.000000  0.000000
ros  0.954243  0.602060  0.000000
rot  0.301030  0.000000  0.698970
rov  0.477121  0.301030  0.000000
row  0.000000  0.301030  0.000000
roy  0.301030  0.000000  0.000000
rpa  0.000000  0.000000  0.301030
rpo  0.000000  0.301030  0.477121
rpr  0.301030  0.301030  0.301030
rqu  0.477121  0.477121  0.698970
rra  0.301030  0.477121  0.301030
rre  0.000000  0.301030  0.000000
rri  0.000000  0.301030  0.000000
rro  0.000000  0.301030  0.000000
rru  0.301030  0.000000  0.000000
rse  0.000000  0.000000  0.477121
rsi  0.000000  0.602060  0.477121
rso  0.000000  0.602060  0.301030
rsu  0.000000  0.477121  0.698970
rta  0.698970  0.778151  0.301030
rtc  0.000000  0.000000  0.477121
rte  0.301030  0.301030  0.477121
rti  0.301030  0.602060  0.000000
rto  0.301030  0.477121  0.000000
rub  0.477121  0.000000  0.000000
ruc  0.000000  0.000000  0.301030
rug  0.301030  0.000000  0.000000
rum  0.301030  0.000000  0.000000
run  0.000000  0.301030  0.778151
rut  0.000000  0.000000  0.477121
rvu  0.301030  0.000000  0.000000
rxi  0.301030  0.000000  0.000000
ryc  0.000000  0.000000  0.301030
rye  0.301030  0.000000  0.000000
ryl  0.000000  0.301030  0.000000
rym  0.301030  0.000000  0.000000
rza  0.301030  0.301030  0.000000
rzo  0.000000  0.301030  0.000000
sab  0.477121  0.477121  0.301030
sac  0.477121  0.301030  0.301030
sad  0.477121  0.477121  0.477121
saf  0.000000  0.000000  0.301030
sai  0.000000  0.301030  0.000000
sal  0.954243  0.477121  0.602060
sam  0.000000  0.301030  0.000000
san  0.301030  0.301030  0.602060
sao  0.301030  0.301030  0.301030
sap  0.000000  0.301030  0.301030
saq  0.000000  0.301030  0.000000
sar  0.477121  0.301030  0.477121
sas  0.000000  0.000000  0.301030
say  0.000000  0.000000  0.301030
saz  0.000000  0.000000  0.477121
sba  0.301030  0.000000  0.000000
sbe  0.000000  0.000000  0.301030
sbi  0.000000  0.000000  0.301030
sbl  0.000000  0.000000  0.301030
sbo  0.301030  0.000000  0.000000
sca  0.903090  0.477121  0.698970
sce  0.000000  0.477121  0.301030
sch  0.301030  0.000000  0.000000
sci  0.000000  0.000000  0.698970
sco  0.698970  0.602060  0.602060
scp  0.301030  0.000000  0.000000
scr  0.477121  0.903090  0.301030
scu  0.845098  0.301030  0.477121
sda  0.000000  0.477121  0.000000
sde  1.079181  0.845098  1.041393
sdi  0.301030  0.301030  0.602060
sdo  0.477121  0.301030  0.000000
sdu  0.000000  0.301030  0.000000
sea  0.477121  0.477121  0.000000
seb  0.000000  0.301030  0.000000
sec  0.477121  0.000000  0.000000
sed  0.602060  0.000000  0.602060
see  0.301030  0.602060  0.301030
sef  0.301030  0.000000  0.000000
seg  0.477121  0.000000  0.000000
sel  0.000000  0.698970  0.602060
sem  0.477121  0.301030  0.000000
sen  0.954243  0.477121  0.477121
seo  0.301030  0.000000  0.301030
sep  0.477121  0.000000  0.301030
seq  0.301030  0.000000  0.000000
ser  0.602060  0.000000  0.698970
ses  1.000000  0.477121  0.778151
set  0.000000  0.477121  0.000000
sev  0.000000  0.000000  0.301030
sex  0.301030  0.301030  0.000000
sfa  0.301030  0.301030  0.000000
sfi  0.301030  0.000000  0.000000
sfu  0.000000  0.477121  0.000000
sga  0.000000  0.301030  0.301030
sgo  0.301030  0.000000  0.301030
sgu  0.301030  0.000000  0.000000
sha  0.000000  0.000000  0.477121
she  0.000000  0.301030  0.000000
shi  0.301030  0.000000  0.000000
sho  0.000000  0.301030  0.000000
sia  0.301030  0.301030  0.000000
sib  0.301030  0.301030  0.301030
sic  0.000000  0.000000  0.477121
sid  0.477121  0.301030  0.000000
sie  0.845098  0.477121  0.602060
sig  0.000000  0.301030  0.477121
sil  0.000000  0.000000  0.301030
sim  0.301030  0.602060  0.000000
sin  0.602060  0.778151  0.698970
sio  0.000000  0.301030  0.000000
sip  0.301030  0.000000  0.000000
siq  0.602060  0.000000  0.000000
sis  0.477121  0.000000  0.301030
sit  0.301030  0.477121  0.301030
sju  0.301030  0.000000  0.000000
sla  0.698970  0.477121  0.845098
sle  0.301030  0.477121  0.000000
sli  0.477121  0.000000  0.301030
sll  0.301030  0.000000  0.000000
slo  0.301030  0.000000  0.301030
slp  0.301030  0.000000  0.000000
sma  0.602060  0.602060  0.000000
sme  0.698970  0.000000  0.301030
smi  0.301030  0.477121  0.301030
smo  0.602060  0.301030  0.301030
sms  0.301030  0.000000  0.000000
smu  0.477121  0.301030  0.301030
sna  0.000000  0.000000  0.301030
sni  0.000000  0.301030  0.000000
sno  0.301030  0.698970  0.000000
sob  0.477121  0.000000  0.000000
soc  0.000000  0.301030  0.301030
sod  0.000000  0.000000  0.477121
soe  0.000000  0.301030  0.000000
sof  0.301030  0.000000  0.000000
soj  0.000000  0.301030  0.000000
sol  0.000000  0.602060  0.000000
som  0.000000  0.477121  0.000000
son  0.301030  0.903090  0.000000
sop  0.477121  0.000000  0.000000
soq  0.301030  0.000000  0.000000
sor  0.602060  0.602060  0.000000
sos  0.000000  0.602060  0.477121
sot  0.477121  0.000000  0.000000
sou  0.000000  0.301030  0.000000
soy  0.301030  0.000000  0.000000
spa  0.778151  0.602060  0.698970
spe  0.477121  0.602060  0.301030
